algorithm,dataset,n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,pretrain_epochs,clustering_epochs,damping,convergence_iter,affinity,preference,linkage,input_dim,levels,threshold,branching_factor,maximum_clusters,amount_intervals,density_threshold,number_cluster,number_represent_points,compression,eps,min_samples,ratio,max_n_leaf_nodes,n_clusters_init,dip_merge_threshold,step_size,dip_threshold,n_starting_vectors,ambiguous_triangle_strategy,significance,split_viewers_threshold,pval_strategy,outliers,consider_duplicates,min_n_clusters,max_n_clusters,n_boots,use_principal_components,use_log,n_split_trials,min_cluster_size,metric,leaf_size,pn,max_iter,n_init,k,t,var,bandwidth,bin_seeding,xi,n_projections,n_samples,number_clusters,add_tails,max_cluster_size_diff_factor,amount_clusters,epouch,similarity_matrix,n_neighbors,rows,cols,radius,threshold1,threshold2
mdbscan,yeast,,,,,,,,,,,,,,,,,,,,,,,,0.025,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.01,,,,,,,,,,,,,,,,,,
mddbscan,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,30,,4,,,,,,,,,,,,,,,,,
mddbscan,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,15,,2.5,,,,,,,,,,,,,,,,,
mddbscan,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10,,4,,,,,,,,,,,,,,,,,
mddbscan,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,3,,,,,,,,,,,,,,,,,
mddbscan,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,5,,2,,,,,,,,,,,,,,,,,
mddbscan,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10,,2,,,,,,,,,,,,,,,,,
mddbscan,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,20,,1.5,,,,,,,,,,,,,,,,,
mddbscan,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,2.5,,,,,,,,,,,,,,,,,
mddbscan,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,20,,2.5,,,,,,,,,,,,,,,,,
mddbscan,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,30,,2.5,,,,,,,,,,,,,,,,,
mddbscan,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,20,,2.5,,,,,,,,,,,,,,,,,
mddbscan,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,2,,,,,,,,,,,,,,,,,
mddbscan,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,5,,1.5,,,,,,,,,,,,,,,,,
mddbscan,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,10,,2.5,,,,,,,,,,,,,,,,,
mddbscan,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,15,,2.5,,,,,,,,,,,,,,,,,
mddbscan,s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,10,,2.5,,,,,,,,,,,,,,,,,
mddbscan,s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,10,,2,,,,,,,,,,,,,,,,,
mddbscan,sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,5,,1.5,,,,,,,,,,,,,,,,,
mddbscan,statlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,15,,1.5,,,,,,,,,,,,,,,,,
mddbscan,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,20,,4,,,,,,,,,,,,,,,,,
mddbscan,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,30,,1.5,,,,,,,,,,,,,,,,,
mddbscan,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,,1.5,,,,,,,,,,,,,,,,,
mddbscan,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,30,,3,,,,,,,,,,,,,,,,,
meanshift,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.1,TRUE,,,,,,,,,,,,,,,
meanshift,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.07913944,TRUE,,,,,,,,,,,,,,,
meanshift,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.153630627,TRUE,,,,,,,,,,,,,,,
meanshift,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.102052247,TRUE,,,,,,,,,,,,,,,
meanshift,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.153630627,TRUE,,,,,,,,,,,,,,,
meanshift,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.2,FALSE,,,,,,,,,,,,,,,
meanshift,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,TRUE,,,,,,,,,,,,,,,
meanshift,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.110712654,TRUE,,,,,,,,,,,,,,,
meanshift,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.2,TRUE,,,,,,,,,,,,,,,
meanshift,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.3,TRUE,,,,,,,,,,,,,,,
meanshift,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.153630627,TRUE,,,,,,,,,,,,,,,
meanshift,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.312833853,TRUE,,,,,,,,,,,,,,,
meanshift,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.110712654,FALSE,,,,,,,,,,,,,,,
meanshift,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.312833853,FALSE,,,,,,,,,,,,,,,
meanshift,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.564705003,FALSE,,,,,,,,,,,,,,,
meanshift,s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.087373317,TRUE,,,,,,,,,,,,,,,
meanshift,s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.087373317,TRUE,,,,,,,,,,,,,,,
meanshift,sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.564705003,TRUE,,,,,,,,,,,,,,,
meanshift,statlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.564705003,TRUE,,,,,,,,,,,,,,,
meanshift,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,FALSE,,,,,,,,,,,,,,,
meanshift,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.564705003,FALSE,,,,,,,,,,,,,,,
meanshift,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.564705003,TRUE,,,,,,,,,,,,,,,
meanshift,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,0.135883034,TRUE,,,,,,,,,,,,,,,
n2d,2d10c,9,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,2d20c,20,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,2d4c,4,,10,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,3spiral,3,,2,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,aggregation,7,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,compound,6,,5,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,D1,3,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,D2,3,,5,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,D3,3,,2,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,D4,2,,2,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,D5,2,,5,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,ecoli,8,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,elly2d10c13s,10,,2,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,glass,6,,2,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,ionosphere,2,,2,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,s1,15,,5,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,s2,15,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,sonar,2,,5,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,statlog,7,,5,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,unbalance,8,,10,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,wdbc,2,,5,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,wine,3,,5,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2d,yeast,10,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optics,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.2,,,,,,,,,,,,,,
optics,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.2,,,,,,,,,,,,,,
optics,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,0.2,,,,,,,,,,,,,,
optics,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.1,,,,,,,,,,,,,,
optics,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,0.1,,,,,,,,,,,,,,
optics,compound,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.1,,,,,,,,,,,,,,
optics,D1,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.025,,,,,,,,,,,,,,
optics,D2,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.1,,,,,,,,,,,,,,
optics,D3,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,0.1,,,,,,,,,,,,,,
optics,D4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.05,,,,,,,,,,,,,,
optics,D5,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.1,,,,,,,,,,,,,,
optics,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.01,,,,,,,,,,,,,,
optics,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.025,,,,,,,,,,,,,,
optics,glass,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.1,,,,,,,,,,,,,,
optics,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.01,,,,,,,,,,,,,,
optics,s1,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.01,,,,,,,,,,,,,,
optics,s2,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,0.01,,,,,,,,,,,,,,
optics,sonar,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.01,,,,,,,,,,,,,,
optics,statlog,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,0.2,,,,,,,,,,,,,,
optics,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.2,,,,,,,,,,,,,,
optics,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.01,,,,,,,,,,,,,,
optics,wine,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.01,,,,,,,,,,,,,,
optics,yeast,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,0.05,,,,,,,,,,,,,,
pgmeans,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
pgmeans,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
pgmeans,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
pgmeans,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
pgmeans,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
pgmeans,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
pgmeans,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
pgmeans,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
pgmeans,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,
pgmeans,s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
pgmeans,statlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgmeans,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
pgmeans,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
projectedDipMeans,2d10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,2d20c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,bootstrap,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,2d4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,3spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,aggregation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,bootstrap,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,compound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,bootstrap,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,bootstrap,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,,function,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,ecoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,elly2d10c13s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,bootstrap,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,table,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,ionosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,s1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,s2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,sonar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,statlog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,unbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,wdbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
projectedDipMeans,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,table,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
rock,2d10c,,,,,,,,,,,,,,,,0.01,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
rock,2d20c,,,,,,,,,,,,,,,,0.01,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
rock,2d4c,,,,,,,,,,,,,,,,0.01,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
rock,3spiral,,,,,,,,,,,,,,,,0.01,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
rock,aggregation,,,,,,,,,,,,,,,,0.4,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,
rock,compound,,,,,,,,,,,,,,,,0.01,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
rock,D1,,,,,,,,,,,,,,,,0.01,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
rock,D2,,,,,,,,,,,,,,,,0.7,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
rock,D3,,,,,,,,,,,,,,,,0.4,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
rock,D4,,,,,,,,,,,,,,,,0.01,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
rock,D5,,,,,,,,,,,,,,,,0.01,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
rock,ecoli,,,,,,,,,,,,,,,,0.01,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,
rock,elly2d10c13s,,,,,,,,,,,,,,,,0.01,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
rock,glass,,,,,,,,,,,,,,,,0.01,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
rock,ionosphere,,,,,,,,,,,,,,,,0.01,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
rock,s1,,,,,,,,,,,,,,,,0.1,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,
rock,s2,,,,,,,,,,,,,,,,0.01,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,
